chr6	166156074	3	CviQI
chr2	173370356	58	CviQI
chr11	85907371	1	soni
chr2	20508264	168	MboI
chr13	97843694	3621	CviQI,HpaII,MboI,soni
chr4	94670867	45	CviQI
chr1	32901426	83	CviQI,HpaII
chr8	52966816	237	soni
chr5	109801553	189	MboI
chr21	33030733	1172	soni
chr5	169642868	1140	soni
chr1	204793952	228	MboI
chr5	7875341	404	MboI
chr4	109772153	17	CviQI,MboI
chr9	26494444	1	CviQI
chr11	118740554	4	CviQI
chr2	153215063	120	CviQI,HpaII
chr5	179283105	217	CviQI,HpaII
chr1	223000150	22	soni
chr5	16696492	128	MboI
chr14	97307946	178	MboI
chr11	65366008	53	MboI
chr10	111235369	29	CviQI
chr10	125233476	76	CviQI
chr8	20261176	692	MboI
chr18	64648867	130	CviQI
chr4	63679212	602	CviQI,soni
chr3	189212507	225	CviQI,HpaII,MboI
chr15	81476454	1845	soni
chr18	9029621	524	soni
chr2	144291800	1	HpaII
chr20	32685407	363	MboI
chr20	43318989	42	MboI
chr19	19612257	129	soni
chr13	21465657	1	CviQI
chr19	53897482	116	CviQI
chr14	67643246	77	CviQI,HpaII
chr7	21577002	81	CviQI
chr11	2971982	1	HpaII
chr15	83085917	88	MboI
chr3	9464930	393	soni
chr10	72217100	448	MboI
chr8	67191014	1	MboI
chr7	102634437	3	HpaII
chr2	64096604	1	CviQI
chr2	54108452	1	CviQI
chr3	71702127	1	CviQI
chr2	193896548	40	CviQI
chr17	28045099	5	MboI
chr18	58148744	33	MboI
chr13	40115536	42	CviQI
chr19	2614386	87	MboI
chr7	52916851	1	CviQI
chr6	11318717	204	MboI
chr8	144979045	1037	soni
chr10	32656826	124	CviQI,HpaII
chr10	33065322	1	soni
chr21	35951427	213	soni
chr5	51437518	12	CviQI
chr2	26329446	332	soni
chr5	64275860	11	HpaII
chr9	127353908	1578	soni
chr1	182939160	2	CviQI
chr17	24462124	1	HpaII
chr9	37280290	6	HpaII
chr1	150051347	55	MboI
chr4	53654617	83	MboI
chr9	117504944	55	soni
chr5	42680810	67	CviQI
chr3	37966134	779	soni
chr7	50179133	7	CviQI
chr4	100630425	49	HpaII
chr3	9383188	207	CviQI
chr1	16185782	91	MboI
chr7	113506173	2	CviQI
chr3	176180132	49	HpaII
chr2	153214585	139	CviQI
chr11	82617569	466	CviQI,MboI
chrY	8769452	6	CviQI
chr4	162182984	1	MboI
chr11	95391136	159	CviQI,HpaII
chr1	62638683	1	CviQI
chr15	76255479	1	CviQI
chr17	27878056	1	soni
chr3	160451767	1	CviQI
chr10	7359735	22	MboI
chr11	34857473	72	CviQI
chr10	111838727	64	MboI
chr2	113930586	101	soni
chr2	180524172	1	HpaII
chr20	51928087	205	CviQI,HpaII
chr7	40491535	2	MboI
chr11	81373831	9	HpaII
chr1	16021913	53	HpaII
chrX	82546960	1	CviQI
chr22	34071873	1	soni
chr9	126932568	117	CviQI,HpaII,MboI
chr5	101396778	80	soni
chrX	50201639	100	MboI
chrX	76546785	1	MboI
chr5	28940142	1	CviQI
chrX	85763080	2156	CviQI,HpaII,MboI,soni
chr11	86434741	139	CviQI
chr8	91732757	74	CviQI
chr5	3560366	170	soni
chr13	62862501	1	CviQI
chr10	120381455	111	CviQI
chr12	74362602	132	CviQI,HpaII
chr1	212545657	1	soni
chr19	52414835	434	MboI
chr3	166691241	1	HpaII
chr15	67845976	1	CviQI
chr5	55298526	1	CviQI
chr16	88144242	132	MboI
chr12	108736428	258	HpaII,MboI
chr6	43667479	946	soni
chr1	224967433	121	CviQI,HpaII
chr11	17228797	160	CviQI,HpaII
chr16	74449828	17	CviQI
chr11	14993181	5	soni
chr9	12021956	53	CviQI
chr12	121569857	1	CviQI
chr5	87998485	6	MboI
chr3	109362863	1	soni
chr13	76399876	7	HpaII
chr6	19502650	1	CviQI
chr13	55713343	1	HpaII
chr12	32033200	3	MboI
chr15	37430935	48	CviQI,HpaII
chr8	48956818	650	HpaII,MboI
chr6	14374527	97	CviQI
chr1	167877022	100	CviQI
chr15	66165241	294	soni
chr1	7926610	305	CviQI,MboI
chr2	36744731	235	soni
chr16	63275453	329	MboI
chr2	176803635	1	HpaII
chr16	49339519	193	CviQI
chr2	153207264	723	soni
chr9	116763432	6	MboI
chr4	157587963	1946	soni
chr3	54533454	1	CviQI
chr2	152376258	1	HpaII
chr12	77030312	4	soni
chr4	99592540	79	MboI
chr6	146094881	232	CviQI
chr4	148540701	139	CviQI
chr20	55464955	91	HpaII
chrX	113486931	1	MboI
chr18	70779901	113	MboI
chr4	54663371	497	HpaII,soni
chr19	59886676	341	soni
chr1	241450802	60	HpaII
chr11	31455564	1	HpaII
chr17	61306820	153	CviQI
chr17	30474033	172	CviQI
chr3	186070120	1	MboI
chr15	47070980	1219	soni
chr16	3257481	49	MboI
chr15	97079552	109	CviQI,HpaII,MboI
chr1	183042846	249	MboI
chr6	57092610	1	MboI
chr3	34183661	16	MboI
chr1	78176971	114	CviQI,HpaII
chrX	71709948	1	HpaII
chr1	156507905	88	CviQI
chrX	78913446	2	HpaII
chr6	53580590	2	HpaII
chr6	14163493	1	HpaII
chr1	243706077	269	CviQI,MboI
chr12	94886125	1	CviQI
chr10	3756553	216	soni
chr3	151640110	1	CviQI
chr2	36298938	1	MboI
chr15	27738132	1	MboI
chr17	70870788	1207	soni
chr13	39875520	36	CviQI,HpaII
chr22	34019773	78	CviQI
chr3	116988376	186	soni
chr17	27261745	145	CviQI,MboI
chr20	30119354	1	HpaII
chr3	178977818	957	soni
chr1	87797020	1	CviQI
chr8	78637525	1	CviQI
chr4	44598473	1	CviQI
chr17	19876162	228	CviQI,HpaII
chr13	47729962	154	CviQI,HpaII
chr2	67008764	178	soni
chr15	63996800	146	CviQI,HpaII
chr15	57842172	1	MboI
chr16	64730748	1	soni
chr13	35149789	249	MboI
chr1	4684408	140	soni
chr3	178484545	412	HpaII,MboI
chr9	88882997	318	MboI
chr1	169371895	35	MboI
chr4	62396410	1	CviQI
chr2	102085551	460	MboI
chr18	20327264	1	CviQI
chr4	28626566	1	CviQI
chr21	37171085	5	MboI
chr6	120295585	1	HpaII
chr12	41435690	114	soni
chr2	224668672	291	MboI
chr12	63354115	1422	CviQI,MboI
chr12	103048548	148	MboI
chr4	361441	80	CviQI
chr7	96697108	9	MboI
chr7	44310087	53	CviQI
chr3	74844383	179	CviQI,HpaII
chr14	95895891	161	CviQI,HpaII
chr2	9277351	34	soni
chr2	166594156	80	soni
chr11	59324435	1165	soni
chr7	106738521	566	soni
chr10	3845140	410	soni
chr17	16805767	72	CviQI
chr15	41208600	59	MboI
chr12	56471707	146	CviQI
chr5	65374967	412	CviQI
chr2	66408934	5	CviQI
chr10	125728383	1	HpaII
chr9	6278140	67	HpaII
chr3	188224550	1	CviQI
chr6	53301309	555	MboI
chr5	122853769	1	soni
chr14	47350589	2	CviQI
chr12	9038771	1834	soni
chr16	3309465	1227	soni
chr14	50395195	355	MboI
chr3	180264329	1	CviQI
chr20	45390408	385	MboI
chr1	8673290	1129	soni
chr4	156803272	689	soni
chr17	78087467	1007	soni
chr2	239221251	395	MboI
chr3	143585863	73	HpaII
chr3	81335228	58	HpaII,MboI
chr15	49016648	6	MboI
chr6	152519659	2	soni
chr10	120998865	89	MboI
chr9	35986611	179	CviQI
chr10	62191513	2	MboI
chr1	205146596	25	CviQI
chr18	61892641	352	MboI
chr12	46464883	136	CviQI,HpaII
chr8	77454971	17	MboI
chr6	95485573	241	CviQI,MboI
chr14	99637147	94	HpaII
chr1	16475929	74	soni
chr10	107606848	103	HpaII
chr5	56817969	81	CviQI,HpaII
chr8	11589094	14	HpaII
chr15	97627484	2	soni
chr6	163415236	400	MboI
chr19	56179930	300	MboI
chr5	132241214	397	MboI
chr8	41778465	1305	soni
chr8	30083460	32	MboI
chr11	18055297	24	soni
chr15	41827512	400	MboI
chr13	72116875	165	CviQI,HpaII
chr1	224172059	221	HpaII
chr15	53593892	548	CviQI,HpaII,MboI
chrX	69698850	1	CviQI
chr3	52579882	60	MboI
chr6	57157550	138	MboI
chr1	210858300	330	soni
chr3	168646209	736	soni
chr4	42381300	209	CviQI,HpaII
chr3	190497369	11	soni
chr4	143834259	91	HpaII
chr7	122288261	25	CviQI
chr2	212397445	978	soni
chr21	39705922	14	HpaII
chr6	89545983	200	MboI
chr14	88689921	15	CviQI
chr16	70356059	50	CviQI
chr5	36809897	662	soni
chr6	26513189	23	MboI
chr19	18633884	1050	MboI
chr7	95027488	1	HpaII
chr3	180422812	219	CviQI
chr12	45314941	317	CviQI
chr17	49928428	32	CviQI
chr16	48859589	23	soni
chr12	9053774	343	MboI
chrX	73847155	279	CviQI
chr1	207074881	1	CviQI
chr9	3472478	2	MboI
chr17	75619587	316	HpaII,MboI
chr8	78498519	59	CviQI
chr13	51014001	27	soni
chr6	97202827	842	CviQI,HpaII,MboI
chr20	32575822	1042	soni
chr1	89603297	114	CviQI
chr6	118019660	192	CviQI
chr9	116264070	98	CviQI
chr20	30464584	41	CviQI
chr5	160413249	1	HpaII
chr2	196135773	127	CviQI
chr11	2463524	305	soni
chr19	4372855	940	soni
chr3	41239154	321	soni
chr1	158795396	172	CviQI,MboI
chr5	162836009	13	MboI
chr17	74155113	5	soni
chr17	73720248	853	soni
chr8	114086892	1	CviQI
chr2	178268732	263	MboI
chr9	67919097	361	CviQI,MboI
chr7	13515157	14	CviQI
chr12	9033434	152	MboI
chr19	6758051	741	MboI
chr13	104278508	186	CviQI
chr1	114111906	4	soni
chr12	127980664	29	CviQI
chr7	67511129	1	CviQI
chr2	176693330	1	HpaII
chr3	71558103	74	HpaII
chr7	38636853	4	soni
chr6	116233705	271	MboI
chr7	51024222	191	CviQI
chr3	144428077	172	MboI
chr16	61313800	36	CviQI
chr5	115523645	8	CviQI
chr1	165369801	135	CviQI,HpaII
chr15	96854885	434	HpaII,MboI
chr6	87966529	25	soni
chr5	43535358	144	soni
chr6	66208636	17	CviQI
chr3	48920651	4	soni
chr12	63550204	8	soni
chr1	191269280	49	CviQI,HpaII
chr14	58571613	21	MboI
chr13	67457987	504	soni
chr19	32429268	4	CviQI
chr16	55619307	91	MboI
chr5	8512543	138	soni
chr3	113780288	1	MboI
chr7	39558924	73	HpaII
chrX	102037374	200	MboI
chr6	88364113	243	CviQI,HpaII
chr8	76363235	11	soni
chr6	165188356	1	MboI
chr1	25636630	488	HpaII,MboI
chr17	19780462	81	CviQI
chr12	62689008	109	soni
chr22	43264347	447	soni
chr3	156981059	2	HpaII
chr1	17525415	1	CviQI
chr3	102332894	143	soni
chr4	9797197	37	MboI
chr12	31782132	54	HpaII
chr5	94947806	1	soni
chr20	42710154	8	MboI
chr4	162988050	9	soni
chr3	107098421	486	soni
chr15	57489235	15	HpaII
chr21	34387707	1878	CviQI,HpaII,soni
chr13	44027422	1	MboI
chr12	115125705	139	soni
chr14	64128169	376	MboI
chr8	68437133	1	HpaII
chr2	96220764	169	MboI
chr4	117635142	2	CviQI
chr5	90617817	18	MboI
chr12	48657026	321	soni
chr12	26537130	2	CviQI
chr7	111120069	384	CviQI,MboI
chr8	59309037	2	HpaII
chr2	6331826	1	soni
chr1	181077963	4	MboI
chr15	49775003	55	HpaII,MboI
chr1	116375248	1	CviQI
chr2	235016301	39	soni
chr21	14841965	118	MboI
chr7	149720328	191	soni
chr15	61275279	117	MboI
chr9	94891303	10	HpaII
chr19	9522479	143	soni
chr7	132298467	19	CviQI,MboI
chr3	16500362	199	CviQI,HpaII
chr9	117202069	78	CviQI,HpaII,MboI
chr7	2663142	735	soni
chr2	77642088	33	CviQI
chr7	121860408	13	MboI
chr10	69502453	1	CviQI
chr6	97964722	2	CviQI
chr12	60946383	79	CviQI
chr13	33080793	92	HpaII
chr13	56420426	1	MboI
chr14	62331957	240	MboI
chr3	56035575	159	CviQI
chr2	113301286	1	soni
chr6	143106430	113	MboI
chr1	28319289	1	soni
chr7	139764846	1	CviQI
chr10	4909988	33	CviQI
chr11	70654096	283	soni
chr4	98864408	2	CviQI
chr10	14622680	157	soni
chrX	6682589	1	HpaII
chr14	82331121	1	MboI
chr6	113411493	39	CviQI
chrX	153574906	1397	soni
chr21	14055262	259	soni
chr21	42890386	14	MboI
chr10	45334335	395	MboI
chr1	200067589	75	HpaII
chr8	60495622	20	soni
chr2	148325049	298	MboI
chr3	32419399	98	HpaII
chr12	32386152	363	CviQI,HpaII
chr14	96672706	22	CviQI
chr4	112577055	180	MboI,soni
chr16	56131174	32	MboI
chr12	6890427	4	CviQI
chr16	14968361	1	CviQI
chr3	61347786	6	CviQI
chr9	18243464	45	HpaII
chr3	18664959	4	MboI
chr2	147546292	32	MboI
chr2	238293020	14	CviQI
chr2	98755492	1202	soni
chr11	36551187	530	MboI
chr17	25734370	431	MboI
chr6	143199934	431	MboI
chr3	168948429	81	MboI
chr12	66501737	114	soni
chr11	108171256	1	soni
chr7	21346408	4	MboI
chr14	73188097	82	HpaII
chr2	203654678	1000	soni
chr2	136345655	4	CviQI
chr14	103038348	70	CviQI
chr12	64438038	208	CviQI
chr14	57826083	1	CviQI
chr10	34943474	360	MboI
chr4	49350434	174	CviQI
chr8	91870452	1	HpaII
chr1	191686608	291	MboI
chr14	92287666	1	soni
chr1	43567414	82	HpaII
chr11	95834272	719	soni
chr4	151860073	2	HpaII
chr3	129383931	659	soni
chr3	138779216	175	soni
chr2	119713984	391	soni
chr1	82988718	70	CviQI
chr6	8641140	507	MboI
chr3	72026046	195	HpaII,MboI
chr10	112052287	22	soni
chr18	61732128	1	CviQI
chr6	112033966	66	MboI
chr1	65129922	1726	CviQI,HpaII
chr12	11825324	254	CviQI,MboI
chr4	59227099	376	soni
chr22	40515438	264	soni
chr5	137347345	1	MboI
chr3	73082999	141	MboI
chr6	31354161	81	MboI
chr6	81353519	106	MboI
chr5	12441776	3	CviQI,MboI
chr7	156564884	1462	HpaII,MboI
chr7	114575196	58	CviQI
chr10	113881846	356	MboI
chr17	41538011	1	MboI
chr7	43615680	1189	soni
chrX	1140324	50	soni
chr9	37354357	34	CviQI
chr1	223999870	95	MboI
chr6	154609255	300	MboI
chr6	77999077	1	CviQI
chr4	139742925	306	soni
chr8	70520582	111	CviQI
chrX	98007556	331	soni
chr1	148277663	1	CviQI
chr3	151376710	180	CviQI,HpaII,MboI
chr8	79626150	13	MboI
chr20	41531172	311	MboI
chr3	44320924	249	soni
chrX	50585968	1	MboI
chr2	12046162	1213	soni
chr5	52841582	1	HpaII
chr3	111063773	1	CviQI
chr8	120804257	184	HpaII
chr9	3481891	559	CviQI,HpaII,MboI
chr2	223992524	67	MboI
chr8	53711001	61	CviQI,soni
chr2	28117561	173	soni
chr6	154697809	1188	soni
chr1	28002806	178	MboI
chr21	36095704	66	CviQI
chr7	17119084	24	HpaII
chr14	64616116	1278	MboI
chrX	62136730	2	CviQI
chr5	125065174	3	CviQI
chr5	114893947	1	HpaII
chr1	218274780	4	MboI
chr2	102030904	340	CviQI,MboI
chr6	4069221	1401	soni
chr13	71032235	9	CviQI
chr3	41690196	1	CviQI
chrX	110024524	398	CviQI,HpaII,soni
chr3	43372199	207	soni
chr6	27244408	7	CviQI,MboI
chr16	83899655	1013	soni
chrX	125054955	127	soni
chr11	91483212	76	CviQI,HpaII
chrX	78392320	10	CviQI
chr3	136552707	99	MboI
chr15	45055476	408	MboI
chr8	42020656	14	MboI
chr2	216548129	239	soni
chr3	187931680	1	CviQI
chr8	55362784	1	MboI
chr6	108423159	515	HpaII,MboI
chr5	26591104	16276	CviQI,HpaII,MboI,soni
chr5	133883064	119	CviQI,MboI
chr2	190909955	270	MboI
chr8	34477127	1	MboI
chr2	70538910	25	HpaII
chr2	65837989	3	soni
chr1	71432932	10	soni
chr9	15298388	185	soni
chr12	87318059	9	HpaII
chr2	84804897	5	MboI
chr3	56430143	811	soni
chr2	122232575	254	CviQI,HpaII
chrX	131113386	303	MboI
chr10	92838653	380	MboI
chr12	46598621	50	CviQI,MboI
chr12	12442617	110	soni
chr2	74014800	83	CviQI
chr12	125650122	207	CviQI,MboI
chr9	131533166	914	CviQI,HpaII,MboI
chr14	88565672	299	soni
chr8	136689760	252	soni
chr3	103992815	1	HpaII
chr4	151591242	130	soni
chr2	48399438	123	MboI
chr2	216750393	257	CviQI,HpaII
chr7	138609558	17	MboI
chr4	184587034	475	soni
chr12	29708823	43	HpaII
chr10	17760952	1418	soni
chr1	206135373	68	CviQI,HpaII
chr2	82334260	1277	soni
chr3	115584122	6	CviQI
chr6	899293	365	soni
chr1	31566070	51	soni
chr1	12342956	356	soni
chr20	62352920	994	soni
chr12	16913277	7	CviQI
chr6	6850822	425	MboI
chr12	131862422	1350	CviQI,MboI
chr15	44489504	23	soni
chr7	139471291	212	MboI
chr12	105543739	1	CviQI
chr2	99155298	1	soni
chr16	69925671	26	CviQI,HpaII
chr2	209245898	26	CviQI,HpaII
chr1	40724068	27	MboI
chr1	77372602	213	soni
chr1	187924951	8	CviQI,MboI
chr6	164493975	193	soni
chr10	73274695	56	soni
chr13	53862949	1	CviQI
chr6	45623083	563	CviQI,HpaII,MboI
chr14	96267556	1366	soni
chr16	17837122	3832	CviQI,HpaII,MboI
chr15	57393093	380	soni
chr7	19791198	1	MboI
chr2	173367093	1	MboI
chr18	68044601	1	MboI
chr12	56632462	1	CviQI
chr4	125005369	5	soni
chr8	137231412	429	soni
chr7	38919256	97	MboI
chr3	73825146	132	CviQI
chr20	3713318	153	soni
chr20	33494216	31	MboI
chr16	60337319	25	HpaII
chr1	169196435	102	soni
chr7	145749768	47	CviQI
chr10	133413516	1	HpaII
chr6	16951697	2	CviQI
chr9	35403345	3	MboI
chr5	150324712	298	HpaII
chr12	5819757	65	soni
chr20	51219850	133	MboI
chr4	26458635	1	soni
chr2	144754467	54	CviQI
chr4	16792812	181	CviQI
chr19	15381550	42	HpaII
chr2	213053752	507	HpaII
chr12	43876005	1	CviQI
chr4	140432349	54	HpaII
chr3	69199636	39	MboI
chr18	30334019	4	soni
chr3	56525150	203	soni
chr21	20789513	164	MboI
chr9	82166517	1	MboI
chr2	197703654	3	CviQI,HpaII
chr17	19421779	3	CviQI
chr10	22189279	535	soni
chrX	76866859	8	MboI
chr4	160276573	3	soni
chr11	33962551	128	MboI
chr6	142858479	39	HpaII
chr15	47136336	120	CviQI
chr4	152102489	8797	CviQI,HpaII,MboI
chr2	58360676	122	CviQI
chr3	196672111	46	CviQI,HpaII
chr2	82507400	1	MboI
chr2	84570731	1	CviQI
chr22	15710903	419	MboI
chr12	127552272	63	CviQI,HpaII
chr14	73309208	65	CviQI,HpaII
chr1	198127699	1	HpaII
chr4	71178915	1	MboI
chr2	143156224	363	soni
chr5	76413845	1	CviQI
chr19	6448067	3	MboI
chr6	36424982	80	soni
chr4	55493907	1	CviQI
chr16	20723877	215	MboI
chr17	26799400	1	MboI
chr8	97852301	215	MboI
chr5	94139075	375	CviQI,HpaII
chr1	45861807	454	MboI
chr5	96641235	553	soni
chr8	125675097	23	MboI
chr6	56707575	1	CviQI
chr12	69997567	1	MboI
chr5	115312631	75	MboI
chr2	136748081	45	soni
chr2	164397794	1	CviQI
chr5	165850872	1	CviQI
chr13	99069060	170	CviQI
chr6	130761666	1	CviQI
chr8	81516662	93	CviQI
chr9	26208375	334	soni
chr4	153747254	444	soni
chr13	40453403	27	CviQI,HpaII
chr1	203112905	1	MboI
chr4	17300126	92	MboI
chr8	85704396	1	HpaII
chr2	128457692	255	soni
chr8	14300586	197	soni
chr7	89654108	1	HpaII
chr6	127565859	294	CviQI,HpaII
chr18	24192857	17	CviQI
chr16	50088450	192	MboI
chr1	92686086	388	soni
chr2	53933278	142	HpaII
chr20	61062402	43	CviQI,HpaII
chr2	200948192	2	MboI
chr5	97351421	1	CviQI
chr1	75068331	1	soni
chr11	77412390	1	MboI
chr6	89508772	1	CviQI
chr14	36937877	1	HpaII
chr9	96251714	32	HpaII
chr12	103404805	1	soni
chr7	69167593	470	soni
chr12	103335201	547	soni
chr8	58061705	148	MboI
chr3	114055777	418	soni
chr7	115015548	500	MboI
chr1	189030889	680	HpaII,MboI
chr19	32424482	2	CviQI
chr6	90729403	1312	soni
chr18	32418376	1	CviQI
chr2	27151533	2	soni
chr10	127796896	73	HpaII
chr12	89601822	1	HpaII
chr3	14191161	26	MboI
chr20	30249542	96	CviQI
